"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"no checking",18,"existing paid","new car",1820,"<100","1<=X<4",2,"male mar/wid","none",2,"life insurance",30,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",4,"life insurance",39,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",36,"critical/order existing credit","used car",11054,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",24,"existing paid","other",1755,"<100",">=7",4,"male single","guarantor",4,"real estate",58,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"0<=X<200",18,"existing paid","business",2622,"100<=X<500","1<=X<4",4,"male single","none",4,"car",34,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","radio/tv",1278,"<100",">=7",4,"male single","none",1,"real estate",36,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",6,"critical/order existing credit","new car",1361,"<100","<1",2,"male single","none",4,"real estate",40,"stores","own",1,"unskilled resident",2,"none","no","good"
"no checking",20,"critical/order existing credit","new car",3485,"no known savings","<1",2,"male div/sep","none",4,"real estate",44,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",9,"existing paid","radio/tv",790,"500<=X<10000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",66,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",6,"no credits/all paid","radio/tv",1750,"500<=X<10000",">=7",2,"male single","none",4,"life insurance",45,"bank","own",1,"unskilled resident",2,"none","yes","good"
"<0",12,"no credits/all paid","retraining",339,"<100",">=7",4,"male mar/wid","none",1,"car",45,"bank","own",1,"unskilled resident",1,"none","yes","good"
"<0",12,"existing paid","furniture/equipment",1858,"<100","<1",4,"female div/dep/mar","none",1,"car",22,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","radio/tv",3568,"<100",">=7",4,"female div/dep/mar","none",2,"car",54,"bank","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
">=200",30,"critical/order existing credit","radio/tv",3017,"<100",">=7",4,"male single","none",4,"life insurance",47,"stores","own",1,"skilled",1,"none","yes","good"
"<0",36,"existing paid","new car",3249,"<100","4<=X<7",2,"male single","none",4,"no known property",39,"bank","for free",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",18,"critical/order existing credit","used car",3850,"<100","4<=X<7",3,"male single","none",1,"car",27,"stores","own",2,"skilled",1,"none","yes","good"
"<0",42,"critical/order existing credit","repairs",3394,"<100","unemployed",4,"male single","co applicant",4,"car",65,"stores","own",2,"unemp/unskilled non res",1,"none","yes","good"
"no checking",15,"existing paid","new car",3556,"no known savings","1<=X<4",3,"male single","none",2,"no known property",29,"stores","own",1,"skilled",1,"none","yes","good"
"<0",6,"existing paid","new car",1203,"100<=X<500",">=7",3,"male single","none",2,"life insurance",43,"stores","own",1,"skilled",1,"yes","yes","good"
"<0",10,"critical/order existing credit","furniture/equipment",2132,"no known savings","<1",2,"female div/dep/mar","co applicant",3,"real estate",27,"stores","rent",2,"skilled",1,"none","no","good"
"no checking",12,"critical/order existing credit","radio/tv",1029,"<100",">=7",4,"male single","none",4,"life insurance",42,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",24,"existing paid","radio/tv",1901,"100<=X<500","1<=X<4",4,"male single","none",4,"car",29,"stores","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",18,"existing paid","radio/tv",4594,"<100","<1",3,"male single","none",2,"car",32,"stores","own",1,"skilled",1,"yes","yes","good"
"<0",10,"critical/order existing credit","new car",1038,"<100","4<=X<7",4,"male single","co applicant",3,"life insurance",49,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",1262,"<100","1<=X<4",3,"male single","none",2,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"critical/order existing credit","radio/tv",618,"<100",">=7",4,"male single","none",4,"real estate",56,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","used car",2603,">=1000","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"stores","rent",1,"skilled",1,"yes","yes","good"
"<0",12,"existing paid","radio/tv",1107,"<100","1<=X<4",2,"male single","none",2,"real estate",20,"stores","rent",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",36,"critical/order existing credit","new car",6614,"<100",">=7",4,"male single","none",4,"car",34,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",10,"existing paid","retraining",894,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"life insurance",40,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",15,"existing paid","furniture/equipment",2186,"no known savings","4<=X<7",1,"female div/dep/mar","none",4,"real estate",33,"bank","rent",1,"unskilled resident",1,"none","yes","good"
"no checking",36,"existing paid","new car",909,"500<=X<10000",">=7",4,"male single","none",4,"life insurance",36,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"existing paid","domestic appliance",1236,"<100","<1",1,"female div/dep/mar","none",4,"real estate",23,"stores","own",1,"skilled",1,"yes","yes","good"
"<0",36,"existing paid","furniture/equipment",3959,"<100","unemployed",4,"male single","none",3,"life insurance",30,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",12,"critical/order existing credit","used car",1804,"100<=X<500","<1",3,"male single","none",4,"life insurance",44,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",5103,"<100","<1",3,"male mar/wid","none",3,"no known property",47,"stores","for free",3,"skilled",1,"yes","yes","good"
"no checking",18,"existing paid","business",1568,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",24,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",48,"no credits/all paid","business",12204,"no known savings","1<=X<4",2,"male single","none",2,"car",48,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",24,"existing paid","furniture/equipment",3069,"100<=X<500",">=7",4,"male single","none",4,"no known property",30,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","new car",3079,"<100","1<=X<4",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","radio/tv",2299,"500<=X<10000",">=7",4,"male single","none",4,"car",39,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","new car",1101,"<100","1<=X<4",3,"male mar/wid","none",2,"real estate",27,"stores","own",2,"skilled",1,"yes","yes","good"
">=200",24,"existing paid","radio/tv",1377,"100<=X<500",">=7",4,"female div/dep/mar","none",2,"no known property",47,"stores","for free",1,"skilled",1,"yes","yes","good"
"no checking",24,"critical/order existing credit","education",1597,"<100",">=7",4,"male single","none",4,"no known property",54,"stores","for free",2,"skilled",2,"none","yes","good"
"no checking",6,"critical/order existing credit","new car",2080,"500<=X<10000","1<=X<4",1,"male mar/wid","none",2,"car",24,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",4,"critical/order existing credit","new car",1455,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"stores","own",3,"unskilled resident",2,"none","yes","good"
"0<=X<200",7,"existing paid","radio/tv",2576,"<100","1<=X<4",2,"male single","guarantor",2,"real estate",35,"stores","own",1,"skilled",1,"none","yes","good"
"<0",18,"delayed previously","education",8471,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"car",23,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",22,"existing paid","new car",1283,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"life insurance",25,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",18,"delayed previously","business",2427,"no known savings",">=7",4,"male single","none",2,"life insurance",42,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",2404,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","radio/tv",1376,"500<=X<10000","4<=X<7",4,"female div/dep/mar","none",1,"car",28,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"critical/order existing credit","education",1244,"no known savings",">=7",4,"female div/dep/mar","none",4,"life insurance",41,"stores","rent",2,"unskilled resident",1,"none","yes","good"
"no checking",36,"existing paid","radio/tv",2299,"500<=X<10000",">=7",4,"male single","none",4,"car",39,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"existing paid","radio/tv",2753,"100<=X<500",">=7",3,"male single","co applicant",4,"car",35,"stores","own",1,"skilled",1,"yes","yes","good"
">=200",10,"critical/order existing credit","radio/tv",1347,"no known savings","4<=X<7",4,"male single","none",2,"life insurance",27,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",12,"existing paid","radio/tv",1567,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",22,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",33,"critical/order existing credit","used car",7253,"<100","4<=X<7",3,"male single","none",2,"car",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",24,"delayed previously","used car",4679,"<100","4<=X<7",3,"male single","none",3,"car",35,"stores","own",2,"unskilled resident",1,"yes","yes","good"
"<0",24,"no credits/all paid","used car",3632,"<100","1<=X<4",1,"female div/dep/mar","guarantor",4,"car",22,"bank","rent",1,"skilled",1,"none","no","good"
"0<=X<200",7,"existing paid","radio/tv",2329,"<100","<1",1,"female div/dep/mar","guarantor",1,"real estate",45,"stores","own",1,"skilled",1,"none","yes","good"
"<0",11,"critical/order existing credit","new car",3905,"<100","1<=X<4",2,"male single","none",2,"real estate",36,"stores","rent",2,"skilled",2,"none","yes","good"
"no checking",15,"existing paid","radio/tv",1979,"no known savings",">=7",4,"male single","none",2,"car",35,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",21,"delayed previously","used car",2993,"<100","1<=X<4",3,"male single","none",2,"real estate",28,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",6,"existing paid","radio/tv",1595,"<100","4<=X<7",3,"male single","none",2,"life insurance",51,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",12,"critical/order existing credit","furniture/equipment",1258,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",22,"stores","rent",2,"unskilled resident",1,"none","yes","good"
"no checking",15,"existing paid","used car",3029,"<100","4<=X<7",2,"male single","none",2,"car",33,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",10,"existing paid","new car",1546,"<100","1<=X<4",3,"male single","none",2,"real estate",31,"stores","own",1,"unskilled resident",2,"none","no","good"
">=200",12,"existing paid","furniture/equipment",1474,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","furniture/equipment",3331,"<100",">=7",2,"male single","none",4,"life insurance",42,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",48,"existing paid","radio/tv",3979,"no known savings","4<=X<7",4,"male single","none",1,"car",41,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",12,"critical/order existing credit","education",701,"<100","1<=X<4",4,"male single","none",2,"car",32,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",20,"existing paid","used car",6468,"no known savings","unemployed",1,"male div/sep","none",4,"real estate",60,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",18,"existing paid","radio/tv",1505,"<100","1<=X<4",4,"male single","none",2,"no known property",32,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",9,"critical/order existing credit","radio/tv",1154,"<100",">=7",2,"male single","none",4,"real estate",37,"stores","own",3,"unskilled resident",1,"none","yes","good"
"no checking",6,"no credits/all paid","new car",1204,"100<=X<500","1<=X<4",4,"male single","none",1,"no known property",35,"bank","rent",1,"skilled",1,"none","no","good"
"0<=X<200",8,"existing paid","radio/tv",1414,"<100","1<=X<4",4,"male single","guarantor",2,"real estate",33,"stores","own",1,"skilled",1,"none","no","good"
"no checking",48,"existing paid","radio/tv",10222,"no known savings","4<=X<7",4,"male single","none",3,"car",37,"stores","own",1,"skilled",1,"yes","yes","good"
"<0",15,"critical/order existing credit","furniture/equipment",1478,"<100",">=7",4,"male single","none",4,"car",44,"stores","own",2,"skilled",2,"yes","yes","good"
"<0",24,"existing paid","used car",2812,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",26,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",48,"existing paid","radio/tv",3979,"no known savings","4<=X<7",4,"male single","none",1,"car",41,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",24,"existing paid","new car",1469,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"no checking",18,"critical/order existing credit","new car",3780,"<100","<1",3,"male div/sep","none",2,"car",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1800,"<100","1<=X<4",4,"male single","none",2,"car",24,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",36,"critical/order existing credit","business",6176,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"none","yes","good"
"<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"yes","yes","good"
